Assignment 3
Askisi 2
Iteration 1
338,000000
397,000000
Iteration 20
6,000000
17,000000
36,000000
63,000000
97,000000
136,000000
183,000000
241,000000
355,000000
440,000000
Iteration 21
5,000000
18,000000
39,000000
62,000000
95,000000
135,000000
183,000000
241,000000
306,000000
371,000000
Iteration 22
6,000000
18,000000
37,000000
91,000000
100,000000
136,000000
182,000000
250,000000
303,000000
456,000000
Iteration 23
31,000000
18,000000
37,000000
99,000000
96,000000
134,000000
183,000000
321,000000
301,000000
413,000000
Iteration 24
6,000000
18,000000
36,000000
62,000000
95,000000
136,000000
187,000000
240,000000
305,000000
368,000000
Iteration 25
6,000000
18,000000
37,000000
76,000000
95,000000
134,000000
182,000000
244,000000
301,000000
509,000000
Askisi 3
OMP_NUM_THREADS=1
Iteration 1
6,000000
19,000000
37,000000
63,000000
95,000000
137,000000
182,000000
238,000000
313,000000
372,000000
Iteration 2
7,000000
18,000000
37,000000
64,000000
96,000000
138,000000
188,000000
243,000000
367,000000
420,000000
Iteration 3
9,000000
18,000000
62,000000
63,000000
97,000000
137,000000
185,000000
240,000000
376,000000
571,000000
Iteration 4
6,000000
18,000000
37,000000
62,000000
97,000000
136,000000
184,000000
337,000000
305,000000
424,000000
Iteration 5
6,000000
18,000000
58,000000
77,000000
96,000000
137,000000
184,000000
242,000000
301,000000
439,000000
Iteration 6
5,000000
18,000000
39,000000
63,000000
96,000000
140,000000
185,000000
373,000000
303,000000
372,000000
Iteration 7
6,000000
18,000000
37,000000
63,000000
95,000000
138,000000
184,000000
273,000000
301,000000
408,000000
Iteration 8
6,000000
18,000000
36,000000
62,000000
95,000000
137,000000
186,000000
314,000000
307,000000
385,000000
Iteration 9
6,000000
45,000000
36,000000
64,000000
129,000000
136,000000
191,000000
283,000000
437,000000
419,000000
Iteration 10
6,000000
19,000000
37,000000
64,000000
98,000000
136,000000
185,000000
243,000000
314,000000
370,000000
Iteration 11
6,000000
19,000000
37,000000
69,000000
96,000000
138,000000
183,000000
260,000000
327,000000
374,000000
Iteration 12
6,000000
18,000000
41,000000
63,000000
96,000000
151,000000
186,000000
244,000000
309,000000
521,000000
Iteration 13
6,000000
18,000000
38,000000
63,000000
100,000000
138,000000
184,000000
239,000000
304,000000
369,000000
Iteration 14
6,000000
18,000000
36,000000
63,000000
95,000000
136,000000
187,000000
265,000000
329,000000
408,000000
Iteration 15
6,000000
18,000000
38,000000
63,000000
96,000000
137,000000
185,000000
273,000000
546,000000
369,000000
OMP_NUM_THREADS=2
Iteration 1
4,000000
10,000000
20,000000
33,000000
77,000000
84,000000
105,000000
123,000000
162,000000
233,000000
Iteration 2
4,000000
10,000000
20,000000
34,000000
50,000000
70,000000
134,000000
121,000000
188,000000
213,000000
Iteration 3
4,000000
12,000000
20,000000
42,000000
49,000000
91,000000
94,000000
170,000000
152,000000
187,000000
Iteration 4
4,000000
10,000000
20,000000
32,000000
49,000000
70,000000
98,000000
143,000000
179,000000
185,000000
Iteration 5
4,000000
11,000000
19,000000
32,000000
49,000000
69,000000
92,000000
120,000000
155,000000
188,000000
Iteration 6
4,000000
31,000000
20,000000
33,000000
52,000000
72,000000
95,000000
122,000000
183,000000
5794,000000
Iteration 7
4,000000
13,000000
19,000000
33,000000
49,000000
70,000000
98,000000
127,000000
215,000000
187,000000
Iteration 8
4,000000
10,000000
20,000000
34,000000
50,000000
95,000000
94,000000
154,000000
151,000000
469,000000
Iteration 9
4,000000
11,000000
21,000000
33,000000
50,000000
70,000000
95,000000
231,000000
178,000000
194,000000
Iteration 10
4,000000
11,000000
20,000000
32,000000
49,000000
74,000000
93,000000
187,000000
154,000000
220,000000
Iteration 11
4,000000
10,000000
20,000000
32,000000
70,000000
73,000000
93,000000
121,000000
184,000000
185,000000
Iteration 12
4,000000
10,000000
19,000000
33,000000
49,000000
161,000000
161,000000
277,000000
162,000000
186,000000
Iteration 13
5,000000
11,000000
44,000000
32,000000
49,000000
69,000000
97,000000
120,000000
179,000000
186,000000
Iteration 14
4,000000
9,000000
20,000000
33,000000
49,000000
70,000000
95,000000
126,000000
181,000000
188,000000
Iteration 15
3,000000
10,000000
75,000000
33,000000
49,000000
68,000000
98,000000
123,000000
152,000000
186,000000
OMP_NUM_THREADS=3
Iteration 1
5,000000
9,000000
24,000000
23,000000
38,000000
52,000000
67,000000
83,000000
196,000000
168,000000
Iteration 2
4,000000
8,000000
24,000000
28,000000
36,000000
88,000000
81,000000
156,000000
105,000000
148,000000
Iteration 3
3,000000
9,000000
16,000000
41,000000
34,000000
95,000000
138,000000
122,000000
106,000000
125,000000
Iteration 4
5,000000
8,000000
14,000000
27,000000
60,000000
48,000000
119,000000
96,000000
144,000000
236,000000
Iteration 5
5,000000
8,000000
14,000000
40,000000
60,000000
53,000000
67,000000
87,000000
197,000000
236,000000
Iteration 6
5,000000
8,000000
19,000000
22,000000
38,000000
91,000000
64,000000
128,000000
105,000000
258,000000
Iteration 7
6,000000
9,000000
17,000000
26,000000
36,000000
55,000000
64,000000
175,000000
148,000000
131,000000
Iteration 8
6,000000
9,000000
16,000000
27,000000
34,000000
98,000000
117,000000
152,000000
105,000000
136,000000
Iteration 9
6,000000
7,000000
14,000000
38,000000
34,000000
90,000000
117,000000
87,000000
122,000000
130,000000
Iteration 10
5,000000
7,000000
17,000000
29,000000
39,000000
51,000000
65,000000
154,000000
183,000000
131,000000
Iteration 11
4,000000
8,000000
17,000000
25,000000
40,000000
56,000000
118,000000
153,000000
207,000000
127,000000
Iteration 12
5,000000
37,000000
23,000000
26,000000
57,000000
48,000000
74,000000
153,000000
141,000000
235,000000
Iteration 13
5,000000
8,000000
14,000000
54,000000
34,000000
53,000000
104,000000
156,000000
199,000000
248,000000
Iteration 14
5,000000
10,000000
16,000000
34,000000
34,000000
48,000000
135,000000
157,000000
113,000000
134,000000
Iteration 15
3,000000
10,000000
16,000000
25,000000
38,000000
88,000000
75,000000
160,000000
163,000000
152,000000
OMP_NUM_THREADS=4
Iteration 1
5,000000
8,000000
16,000000
32,000000
49,000000
78,000000
84,000000
132,000000
88,000000
182,000000
Iteration 2
6,000000
12,000000
20,000000
88,000000
47,000000
67,000000
88,000000
120,000000
145,000000
28140,000000
Iteration 3
8,000000
10,000000
18,000000
80,000000
47,000000
63,000000
51,000000
117,000000
148,000000
165,000000
Iteration 4
5,000000
11,000000
20,000000
32,000000
47,000000
65,000000
58,000000
117,000000
150,000000
186,000000
Iteration 5
5,000000
10,000000
13,000000
20,000000
29,000000
40,000000
116,000000
123,000000
112,000000
181,000000
Iteration 6
6,000000
9,000000
17,000000
32,000000
28,000000
68,000000
49,000000
116,000000
147,000000
183,000000
Iteration 7
5,000000
9,000000
14,000000
21,000000
52,000000
39,000000
89,000000
115,000000
114,000000
119,000000
Iteration 8
9,000000
8,000000
21,000000
21,000000
46,000000
66,000000
89,000000
122,000000
193,000000
167,000000
Iteration 9
5,000000
8,000000
15,000000
34,000000
44,000000
66,000000
89,000000
118,000000
104,000000
204,000000
Iteration 10
5,000000
9,000000
19,000000
32,000000
46,000000
68,000000
78,000000
92,000000
95,000000
166,000000
Iteration 11
7,000000
8,000000
13,000000
34,000000
34,000000
67,000000
89,000000
153,000000
148,000000
183,000000
Iteration 12
5,000000
10,000000
20,000000
21,000000
30,000000
68,000000
89,000000
127,000000
126,000000
180,000000
Iteration 13
5,000000
13,000000
20,000000
35,000000
49,000000
39,000000
89,000000
131,000000
147,000000
183,000000
Iteration 14
5,000000
9,000000
14,000000
35,000000
29,000000
48,000000
91,000000
119,000000
148,000000
182,000000
Iteration 15
5,000000
11,000000
24,000000
31,000000
49,000000
67,000000
9657,000000
127,000000
149,000000
100,000000
OMP_NUM_THREADS=5
Iteration 1
6,000000
9,000000
18,000000
40,000000
62,000000
35,000000
71,000000
102,000000
122,000000
150,000000
Iteration 2
5,000000
12,000000
18,000000
29,000000
39,000000
58,000000
79,000000
82,000000
119,000000
187,000000
Iteration 3
7,000000
10,000000
19,000000
28,000000
66,000000
71,000000
79,000000
63,000000
175,000000
148,000000
Iteration 4
6,000000
8,000000
12,000000
29,000000
24,000000
36,000000
45,000000
99,000000
160,000000
83,000000
Iteration 5
5,000000
9,000000
18,000000
32,000000
40,000000
82,000000
73,000000
65,000000
69,000000
155,000000
Iteration 6
5,000000
11,000000
11,000000
27,000000
39,000000
54,000000
82,000000
102,000000
123,000000
130,000000
Iteration 7
4,000000
9,000000
51,000000
28,000000
43,000000
54,000000
73,000000
174,000000
124,000000
127,000000
Iteration 8
6,000000
10,000000
20,000000
27,000000
42,000000
36,000000
61,000000
116,000000
123,000000
166,000000
Iteration 9
5,000000
8,000000
17,000000
28,000000
39,000000
56,000000
49,000000
98,000000
112,000000
134,000000
Iteration 10
9,000000
8,000000
19,000000
25,000000
40,000000
58,000000
74,000000
98,000000
117,000000
131,000000
Iteration 11
4,000000
11,000000
16,000000
27,000000
39,000000
35,000000
88,000000
97,000000
121,000000
231,000000
Iteration 12
5,000000
10,000000
13,000000
17,000000
41,000000
38,000000
96,000000
60,000000
70,000000
151,000000
Iteration 13
7,000000
8,000000
17,000000
19,000000
41,000000
84,000000
43,000000
63,000000
144,000000
147,000000
Iteration 14
5,000000
8,000000
12,000000
25,000000
39,000000
53,000000
80,000000
68,000000
121,000000
91,000000
Iteration 15
5,000000
8,000000
17,000000
28,000000
39,000000
54,000000
73,000000
97,000000
121,000000
152,000000
OMP_NUM_THREADS=6
Iteration 1
6,000000
10,000000
16,000000
65,000000
35,000000
49,000000
42,000000
83,000000
107,000000
79,000000
Iteration 2
6,000000
8,000000
16,000000
24,000000
34,000000
47,000000
64,000000
81,000000
103,000000
123,000000
Iteration 3
5,000000
9,000000
14,000000
23,000000
33,000000
47,000000
65,000000
83,000000
105,000000
127,000000
Iteration 4
3,000000
10,000000
15,000000
25,000000
35,000000
49,000000
66,000000
85,000000
106,000000
126,000000
Iteration 5
6,000000
13,000000
22,000000
23,000000
40,000000
49,000000
64,000000
96,000000
107,000000
145,000000
Iteration 6
6,000000
9,000000
14,000000
23,000000
34,000000
47,000000
68,000000
86,000000
94,000000
136,000000
Iteration 7
6,000000
9,000000
17,000000
23,000000
34,000000
50,000000
57,000000
96,000000
109,000000
127,000000
Iteration 8
5,000000
8,000000
17,000000
27,000000
34,000000
50,000000
63,000000
88,000000
124,000000
142,000000
Iteration 9
6,000000
26,000000
16,000000
23,000000
35,000000
47,000000
85,000000
83,000000
121,000000
125,000000
Iteration 10
6,000000
10,000000
16,000000
23,000000
33,000000
64,000000
62,000000
108,000000
187,000000
124,000000
Iteration 11
6,000000
10,000000
16,000000
33,000000
37,000000
45,000000
64,000000
89,000000
103,000000
78,000000
Iteration 12
6,000000
9,000000
16,000000
24,000000
38,000000
47,000000
65,000000
87,000000
105,000000
125,000000
Iteration 13
5,000000
11,000000
19,000000
25,000000
36,000000
59,000000
65,000000
86,000000
112,000000
125,000000
Iteration 14
5,000000
9,000000
23,000000
24,000000
35,000000
43,000000
66,000000
88,000000
102,000000
127,000000
Iteration 15
6,000000
9,000000
18,000000
62,000000
22,000000
49,000000
63,000000
92,000000
103,000000
126,000000
OMP_NUM_THREADS=7
Iteration 1
6,000000
9,000000
14,000000
32,000000
33,000000
43,000000
56,000000
74,000000
92,000000
112,000000
Iteration 2
6,000000
12,000000
17,000000
22,000000
37,000000
44,000000
96,000000
158,000000
96,000000
111,000000
Iteration 3
5,000000
9,000000
15,000000
21,000000
33,000000
42,000000
62,000000
73,000000
90,000000
109,000000
Iteration 4
5,000000
9,000000
15,000000
21,000000
33,000000
43,000000
59,000000
79,000000
107,000000
115,000000
Iteration 5
7,000000
8,000000
18,000000
26,000000
30,000000
43,000000
56,000000
74,000000
99,000000
107,000000
Iteration 6
5,000000
10,000000
16,000000
22,000000
41,000000
43,000000
56,000000
76,000000
91,000000
110,000000
Iteration 7
6,000000
9,000000
15,000000
22,000000
32,000000
114,000000
99,000000
79,000000
102,000000
112,000000
Iteration 8
6,000000
13,000000
17,000000
21,000000
32,000000
44,000000
61,000000
74,000000
10165,000000
107,000000
Iteration 9
7,000000
9,000000
15,000000
23,000000
33,000000
41,000000
55,000000
76,000000
102,000000
112,000000
Iteration 10
5,000000
9,000000
16,000000
21,000000
31,000000
73,000000
58,000000
78,000000
92,000000
108,000000
Iteration 11
6,000000
11,000000
16,000000
21,000000
32,000000
45,000000
59,000000
72,000000
90,000000
110,000000
Iteration 12
7,000000
9,000000
17,000000
22,000000
31,000000
60,000000
59,000000
72,000000
92,000000
109,000000
Iteration 13
6,000000
9,000000
19,000000
24,000000
33,000000
45,000000
57,000000
74,000000
93,000000
106,000000
Iteration 14
7,000000
8,000000
13,000000
23,000000
32,000000
47,000000
58,000000
74,000000
93,000000
111,000000
Iteration 15
10,000000
10,000000
15,000000
23,000000
68,000000
66,000000
59,000000
73,000000
91,000000
112,000000
OMP_NUM_THREADS=8
Iteration 1
5,000000
8,000000
15,000000
22,000000
31,000000
42,000000
50,000000
65,000000
80,000000
98,000000
Iteration 2
7,000000
10,000000
14,000000
20,000000
31,000000
40,000000
52,000000
88,000000
82,000000
171,000000
Iteration 3
6,000000
9,000000
16,000000
51,000000
52,000000
40,000000
76,000000
67,000000
81,000000
98,000000
Iteration 4
6,000000
9,000000
15,000000
34,000000
56,000000
39,000000
51,000000
70,000000
93,000000
102,000000
Iteration 5
6,000000
8,000000
15,000000
19,000000
28,000000
40,000000
53,000000
67,000000
101,000000
96,000000
Iteration 6
5,000000
9,000000
14,000000
20,000000
31,000000
42,000000
50,000000
65,000000
82,000000
101,000000
Iteration 7
5,000000
12,000000
17,000000
22,000000
44,000000
70,000000
53,000000
88,000000
137,000000
95,000000
Iteration 8
6,000000
9,000000
38,000000
23,000000
27,000000
52,000000
50,000000
64,000000
83,000000
97,000000
Iteration 9
6,000000
11,000000
16,000000
21,000000
30,000000
40,000000
54,000000
68,000000
79,000000
99,000000
Iteration 10
7,000000
12,000000
17,000000
22,000000
29,000000
49,000000
52,000000
66,000000
84,000000
99,000000
Iteration 11
5,000000
9,000000
15,000000
21,000000
40,000000
38,000000
54,000000
69,000000
79,000000
100,000000
Iteration 12
6,000000
9,000000
15,000000
18,000000
30,000000
39,000000
51,000000
71,000000
80,000000
139,000000
Iteration 13
7,000000
70,000000
15,000000
24,000000
30,000000
40,000000
54,000000
67,000000
84,000000
99,000000
Iteration 14
6,000000
9,000000
15,000000
22,000000
45,000000
43,000000
50,000000
64,000000
87,000000
103,000000
Iteration 15
6,000000
9,000000
14,000000
20,000000
28,000000
39,000000
54,000000
67,000000
80,000000
99,000000
OMP_NUM_THREADS=9
Iteration 1
6,000000
9,000000
17,000000
159,000000
26,000000
36,000000
48,000000
63,000000
77,000000
90,000000
Iteration 2
6,000000
11,000000
14,000000
18,000000
29,000000
36,000000
46,000000
86,000000
102,000000
91,000000
Iteration 3
8,000000
11,000000
20,000000
21,000000
28,000000
60,000000
48,000000
64,000000
74,000000
88,000000
Iteration 4
7,000000
9,000000
15,000000
21,000000
37,000000
65,000000
50,000000
61,000000
71,000000
114,000000
Iteration 5
6,000000
9,000000
15,000000
18,000000
30,000000
55,000000
49,000000
59,000000
76,000000
87,000000
Iteration 6
7,000000
9,000000
14,000000
21,000000
59382,000000
38,000000
68,000000
62,000000
80,000000
100,000000
Iteration 7
6,000000
8,000000
13,000000
23,000000
28,000000
38,000000
47,000000
60,000000
73,000000
89,000000
Iteration 8
6,000000
9,000000
14,000000
20,000000
33,000000
42,000000
47,000000
62,000000
100,000000
111,000000
Iteration 9
6,000000
10,000000
13,000000
19,000000
31,000000
37,000000
46,000000
61,000000
75,000000
125,000000
Iteration 10
9,000000
8,000000
19,000000
18,000000
27,000000
35,000000
47,000000
62,000000
75,000000
93,000000
Iteration 11
7,000000
10,000000
14,000000
21,000000
28,000000
38,000000
47,000000
65,000000
92,000000
114,000000
Iteration 12
6,000000
9,000000
15,000000
21,000000
28,000000
42,000000
48,000000
64,000000
93,000000
90,000000
Iteration 13
6,000000
8,000000
13,000000
23,000000
26,000000
37,000000
48,000000
84,000000
158,000000
107,000000
Iteration 14
5,000000
8,000000
14,000000
22,000000
27,000000
36,000000
48,000000
62,000000
79,000000
89,000000
Iteration 15
7,000000
9,000000
23,000000
26,000000
57,000000
38,000000
48,000000
61,000000
95,000000
107,000000
OMP_NUM_THREADS=10
Iteration 1
6,000000
10,000000
15,000000
19,000000
455,000000
34,000000
45,000000
55,000000
80,000000
83,000000
Iteration 2
7,000000
9,000000
16,000000
20,000000
794,000000
33,000000
45,000000
68,000000
71,000000
81,000000
Iteration 3
37,000000
9,000000
14,000000
22,000000
63,000000
33,000000
45,000000
58,000000
71,000000
188,000000
Iteration 4
8,000000
9,000000
16,000000
18,000000
27,000000
35,000000
44,000000
106,000000
102,000000
115,000000
Iteration 5
7,000000
11,000000
14,000000
22,000000
34,000000
34,000000
47,000000
59,000000
70,000000
80,000000
Iteration 6
6,000000
11,000000
56,000000
19,000000
28,000000
164,000000
45,000000
67,000000
94,000000
83,000000
Iteration 7
6,000000
9,000000
13,000000
20,000000
30,000000
41,000000
45,000000
71,000000
70,000000
100,000000
Iteration 8
8,000000
9,000000
14,000000
21,000000
26,000000
34,000000
42,000000
58,000000
69,000000
80,000000
Iteration 9
6,000000
12,000000
36,000000
19,000000
26,000000
34,000000
43,000000
57,000000
72,000000
90,000000
Iteration 10
6,000000
10,000000
13,000000
18,000000
27,000000
36,000000
48,000000
61,000000
71,000000
91,000000
Iteration 11
7,000000
9,000000
14,000000
20,000000
25,000000
32,000000
44,000000
55,000000
167,000000
83,000000
Iteration 12
6,000000
9,000000
14,000000
20,000000
26,000000
35,000000
43,000000
67,000000
68,000000
86,000000
Iteration 13
6,000000
10,000000
14,000000
19,000000
25,000000
35,000000
45,000000
58,000000
69,000000
112,000000
Iteration 14
7,000000
8,000000
16,000000
20,000000
25,000000
34,000000
56,000000
58,000000
68,000000
84,000000
Iteration 15
7,000000
10,000000
21,000000
28,000000
26,000000
42,000000
70,000000
56,000000
69,000000
118,000000
Done
